index,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment
45797,PK,3871,ISB,2223,MED,2074,,0,310
45798,PK,3871,ISB,2223,MUX,2214,,0,ATR
45799,PK,3871,ISB,2223,MXP,1524,,0,777
45800,PK,3871,ISB,2223,PEK,3364,,0,310
45801,PK,3871,ISB,2223,PEW,2219,,0,310 ATR
45802,PK,3871,ISB,2223,RUH,2082,,0,777 310
45803,PK,3871,ISB,2223,SHJ,2191,,0,310
45804,PK,3871,ISB,2223,SKT,6776,,0,310
45805,PK,3871,ISB,2223,SKZ,2227,,0,ATR
45806,PK,3871,ISB,2223,UET,2221,,0,310
45807,PK,3871,ISB,2223,YYZ,193,,0,777
45808,PK,3871,JED,2072,ISB,2223,,0,777
45809,PK,3871,JED,2072,KHI,2206,,0,777 310
45810,PK,3871,JED,2072,LHE,2207,,0,777 310
45811,PK,3871,JED,2072,MUX,2214,,0,310
45812,PK,3871,JED,2072,PEW,2219,,0,777
45813,PK,3871,JED,2072,SKT,6776,,0,777
45814,PK,3871,JFK,3797,LHE,2207,,0,777
45815,PK,3871,KBL,2050,ISB,2223,,0,ATR
45816,PK,3871,KBL,2050,PEW,2219,,0,ATR
45817,PK,3871,KDU,5949,ISB,2223,,0,ATR
45818,PK,3871,KHI,2206,AUH,2179,,0,73H 310
45819,PK,3871,KHI,2206,BHV,5939,,0,ATR 737
45820,PK,3871,KHI,2206,BOM,2997,,0,737 320
45821,PK,3871,KHI,2206,DAC,3076,,0,777 320 73H
45822,PK,3871,KHI,2206,DEA,5942,,0,737 ATR
45823,PK,3871,KHI,2206,DEL,3093,,0,73H
45824,PK,3871,KHI,2206,DMM,2064,,0,310 737
45825,PK,3871,KHI,2206,DXB,2188,,0,73H 737
45826,PK,3871,KHI,2206,GWD,2203,,0,ATR
45827,PK,3871,KHI,2206,ISB,2223,,0,310 320 ATR 777 73H
45828,PK,3871,KHI,2206,JED,2072,,0,777 310
45829,PK,3871,KHI,2206,KTM,3125,,0,310
45830,PK,3871,KHI,2206,KUL,3304,,0,310
45831,PK,3871,KHI,2206,LHE,2207,,0,320 777 73H 310 737
45832,PK,3871,KHI,2206,LHR,507,,0,777
45833,PK,3871,KHI,2206,LYP,2202,,0,320 73H 737
45834,PK,3871,KHI,2206,MCT,2194,,0,320
45835,PK,3871,KHI,2206,MED,2074,,0,310
45836,PK,3871,KHI,2206,MJD,2212,,0,ATR
45837,PK,3871,KHI,2206,MUX,2214,,0,ATR 73H 320 737 310
45838,PK,3871,KHI,2206,PEW,2219,,0,737 320
45839,PK,3871,KHI,2206,PJG,2217,,0,ATR
45840,PK,3871,KHI,2206,RUH,2082,,0,777
45841,PK,3871,KHI,2206,RYK,2222,,0,ATR 737
45842,PK,3871,KHI,2206,SHJ,2191,,0,73H 310 737 320
45843,PK,3871,KHI,2206,SKZ,2227,,0,ATR 737
45844,PK,3871,KHI,2206,TUK,5951,,0,ATR
45845,PK,3871,KHI,2206,UET,2221,,0,310 ATR
45846,PK,3871,KHI,2206,YYZ,193,,0,777
45847,PK,3871,KTM,3125,KHI,2206,,0,310
45848,PK,3871,KUL,3304,KHI,2206,,0,310
45849,PK,3871,KUL,3304,LHE,2207,,0,310
45850,PK,3871,KUL,3304,PEW,2219,,0,310
45851,PK,3871,KWI,2176,LHE,2207,,0,73H
45852,PK,3871,KWI,2176,PEW,2219,,0,73H
45853,PK,3871,KWI,2176,SKT,6776,,0,310
45854,PK,3871,LBA,517,ISB,2223,,0,310
45855,PK,3871,LHE,2207,AUH,2179,,0,310 73H
45856,PK,3871,LHE,2207,BAH,2057,,0,737
45857,PK,3871,LHE,2207,BCN,1218,,0,310
45858,PK,3871,LHE,2207,BHV,5939,,0,ATR
45859,PK,3871,LHE,2207,DEA,5942,,0,737
45860,PK,3871,LHE,2207,DEL,3093,,0,73H
45861,PK,3871,LHE,2207,DMM,2064,,0,310
45862,PK,3871,LHE,2207,DOH,11051,,0,73H
45863,PK,3871,LHE,2207,DXB,2188,,0,73H
45864,PK,3871,LHE,2207,ISB,2223,,0,ATR 310 737
45865,PK,3871,LHE,2207,JED,2072,,0,310 777
45866,PK,3871,LHE,2207,KHI,2206,,0,320 310 73H 777 737
45867,PK,3871,LHE,2207,KUL,3304,,0,310
45868,PK,3871,LHE,2207,KWI,2176,,0,73H 310
45869,PK,3871,LHE,2207,LHR,507,,0,777
45870,PK,3871,LHE,2207,MAN,478,,0,777
45871,PK,3871,LHE,2207,MCT,2194,,0,737
45872,PK,3871,LHE,2207,MED,2074,,0,777
45873,PK,3871,LHE,2207,MUX,2214,,0,737 ATR 320
45874,PK,3871,LHE,2207,MXP,1524,,0,777
45875,PK,3871,LHE,2207,OSL,644,,0,777
45876,PK,3871,LHE,2207,PEW,2219,,0,73H
45877,PK,3871,LHE,2207,RUH,2082,,0,310
45878,PK,3871,LHE,2207,RYK,2222,,0,ATR
45879,PK,3871,LHE,2207,SHJ,2191,,0,73H 310
45880,PK,3871,LHE,2207,SKZ,2227,,0,ATR 737
45881,PK,3871,LHE,2207,UET,2221,,0,737
45882,PK,3871,LHE,2207,YYZ,193,,0,777
45883,PK,3871,LHR,507,ISB,2223,,0,777
45884,PK,3871,LHR,507,KHI,2206,,0,777
45885,PK,3871,LHR,507,LHE,2207,,0,777
45886,PK,3871,LYP,2202,KHI,2206,,0,320 73H 737
45887,PK,3871,MAN,478,ISB,2223,,0,777
45888,PK,3871,MAN,478,JFK,3797,,0,777
45889,PK,3871,MAN,478,LHE,2207,,0,777
45890,PK,3871,MCT,2194,GWD,2203,,0,ATR
45891,PK,3871,MCT,2194,ISB,2223,,0,310
45892,PK,3871,MCT,2194,KHI,2206,,0,320
45893,PK,3871,MCT,2194,LHE,2207,,0,737
45894,PK,3871,MCT,2194,PEW,2219,,0,310
45895,PK,3871,MCT,2194,SKT,6776,,0,310
45896,PK,3871,MCT,2194,TUK,5951,,0,ATR
45897,PK,3871,MED,2074,ISB,2223,,0,310
45898,PK,3871,MED,2074,KHI,2206,,0,310
45899,PK,3871,MED,2074,LHE,2207,,0,777
45900,PK,3871,MED,2074,MUX,2214,,0,310
45901,PK,3871,MHD,4331,UET,2221,,0,737
45902,PK,3871,MJD,2212,KHI,2206,,0,ATR
45903,PK,3871,MJD,2212,SKZ,2227,,0,ATR
45904,PK,3871,MUX,2214,ISB,2223,,0,ATR
45905,PK,3871,MUX,2214,JED,2072,,0,310
45906,PK,3871,MUX,2214,KHI,2206,,0,737 ATR 320 73H 310
45907,PK,3871,MUX,2214,LHE,2207,,0,ATR 73H 737
45908,PK,3871,MUX,2214,MED,2074,,0,310
45909,PK,3871,MUX,2214,SHJ,2191,,0,737 73H
45910,PK,3871,MUX,2214,UET,2221,,0,ATR
45911,PK,3871,MXP,1524,CDG,1382,,0,777
45912,PK,3871,MXP,1524,ISB,2223,,0,777
45913,PK,3871,NRT,2279,PEK,3364,,0,310
45914,PK,3871,OSL,644,CPH,609,,0,777
45915,PK,3871,OSL,644,ISB,2223,,0,777
45916,PK,3871,PEK,3364,ISB,2223,,0,310
45917,PK,3871,PEK,3364,NRT,2279,,0,310
45918,PK,3871,PEW,2219,AUH,2179,,0,310 73H
45919,PK,3871,PEW,2219,CJL,5940,,0,ATR
45920,PK,3871,PEW,2219,DOH,11051,,0,310
45921,PK,3871,PEW,2219,DSK,5943,,0,ATR
45922,PK,3871,PEW,2219,ISB,2223,,0,310 ATR
45923,PK,3871,PEW,2219,JED,2072,,0,777
45924,PK,3871,PEW,2219,KBL,2050,,0,ATR
45925,PK,3871,PEW,2219,KHI,2206,,0,310 737
45926,PK,3871,PEW,2219,KUL,3304,,0,310
45927,PK,3871,PEW,2219,KWI,2176,,0,73H
45928,PK,3871,PEW,2219,LHE,2207,,0,310 73H
45929,PK,3871,PEW,2219,MCT,2194,,0,310
45930,PK,3871,PEW,2219,RUH,2082,,0,310
45931,PK,3871,PEW,2219,SHJ,2191,,0,310 737 320
45932,PK,3871,PJG,2217,KHI,2206,,0,ATR
45933,PK,3871,PZH,2233,DSK,5943,,0,ATR
45934,PK,3871,PZH,2233,UET,2221,,0,ATR
45935,PK,3871,RUH,2082,ISB,2223,,0,777
45936,PK,3871,RUH,2082,KHI,2206,,0,777 310
45937,PK,3871,RUH,2082,LHE,2207,,0,310
45938,PK,3871,RUH,2082,PEW,2219,,0,310
45939,PK,3871,RUH,2082,SKT,6776,,0,310
45940,PK,3871,RYK,2222,AUH,2179,,0,737
45941,PK,3871,RYK,2222,KHI,2206,,0,ATR 737
45942,PK,3871,RYK,2222,LHE,2207,,0,ATR 737
45943,PK,3871,SHJ,2191,DEA,5942,,0,737
45944,PK,3871,SHJ,2191,ISB,2223,,0,310
45945,PK,3871,SHJ,2191,KHI,2206,,0,320 73H 310 737
45946,PK,3871,SHJ,2191,LHE,2207,,0,73H 310
45947,PK,3871,SHJ,2191,MUX,2214,,0,737 73H
45948,PK,3871,SHJ,2191,PEW,2219,,0,310 737 320
45949,PK,3871,SHJ,2191,TUK,5951,,0,ATR
45950,PK,3871,SHJ,2191,UET,2221,,0,737
45951,PK,3871,SKT,6776,DMM,2064,,0,310
45952,PK,3871,SKT,6776,ISB,2223,,0,310
45953,PK,3871,SKT,6776,JED,2072,,0,777
45954,PK,3871,SKT,6776,KWI,2176,,0,310
45955,PK,3871,SKT,6776,MCT,2194,,0,310
45956,PK,3871,SKT,6776,RUH,2082,,0,310
45957,PK,3871,SKZ,2227,BHV,5939,,0,ATR
45958,PK,3871,SKZ,2227,ISB,2223,,0,ATR
45959,PK,3871,SKZ,2227,KHI,2206,,0,ATR 737
45960,PK,3871,SKZ,2227,LHE,2207,,0,ATR 737
45961,PK,3871,SKZ,2227,MJD,2212,,0,ATR
45962,PK,3871,TUK,5951,DBA,5941,,0,ATR
45963,PK,3871,TUK,5951,GWD,2203,,0,ATR
45964,PK,3871,TUK,5951,KHI,2206,,0,ATR
45965,PK,3871,TUK,5951,MCT,2194,,0,ATR
45966,PK,3871,TUK,5951,SHJ,2191,,0,ATR
45967,PK,3871,TUK,5951,UET,2221,,0,ATR
45968,PK,3871,UET,2221,ISB,2223,,0,310
45969,PK,3871,UET,2221,KHI,2206,,0,ATR 310
45970,PK,3871,UET,2221,LHE,2207,,0,737
45971,PK,3871,UET,2221,MHD,4331,,0,737
45972,PK,3871,UET,2221,MUX,2214,,0,ATR
45973,PK,3871,UET,2221,PZH,2233,,0,ATR
45974,PK,3871,UET,2221,SHJ,2191,,0,737
45975,PK,3871,UET,2221,TUK,5951,,0,ATR
45976,PK,3871,YYZ,193,ISB,2223,,0,777
45977,PK,3871,YYZ,193,KHI,2206,,0,777
45978,PK,3871,YYZ,193,LHE,2207,,0,777
45979,PL,179,ATC,5857,NAS,1953,,0,ATP
45980,PL,179,ELH,1943,NAS,1953,,0,ATP
45981,PL,179,GHB,1944,NAS,1953,,0,ATP
45982,PL,179,LGI,1950,NAS,1953,,0,ATP
45983,PL,179,NAS,1953,ATC,5857,,0,ATP
45984,PL,179,NAS,1953,ELH,1943,,0,ATP
45985,PL,179,NAS,1953,GHB,1944,,0,ATP
45986,PL,179,NAS,1953,LGI,1950,,0,ATP
45987,PL,179,NAS,1953,RCY,\N,,0,ATP
45988,PL,179,NAS,1953,RSD,1946,,0,ATP
45989,PL,179,NAS,1953,SML,1951,,0,ATP
45990,PL,179,NAS,1953,TBI,\N,,0,ATP
45991,PL,179,NAS,1953,ZSA,1956,,0,ATP
45992,PL,179,RCY,\N,NAS,1953,,0,ATP
45993,PL,179,RSD,1946,NAS,1953,,0,ATP
45994,PL,179,SML,1951,NAS,1953,,0,ATP
45995,PL,179,TBI,\N,NAS,1953,,0,ATP
45996,PL,179,ZSA,1956,NAS,1953,,0,ATP
45997,PM,5016,ACE,1055,LPA,1054,,0,AT4
45998,PM,5016,EUN,5672,LPA,1054,,0,AT4
45999,PM,5016,FUE,1051,LPA,1054,,0,SWM AT4
46000,PM,5016,GLN,9823,LPA,1054,,0,AT4
46001,PM,5016,LPA,1054,ACE,1055,,0,AT4
46002,PM,5016,LPA,1054,EUN,5672,,0,AT4
46003,PM,5016,LPA,1054,FUE,1051,,0,SWM AT4
46004,PM,5016,LPA,1054,GLN,9823,,0,AT4
46005,PM,5016,LPA,1054,NDB,1097,,0,SWM AT4
46006,PM,5016,LPA,1054,TFN,1057,,0,AT4
46007,PM,5016,LPA,1054,VIL,5670,,0,AT4
46008,PM,5016,NDB,1097,LPA,1054,,0,SWM AT4
46009,PM,5016,SPC,1053,TFN,1057,,0,AT4
46010,PM,5016,TFN,1057,LPA,1054,,0,AT4
46011,PM,5016,TFN,1057,SPC,1053,,0,AT4
46012,PM,5016,VIL,5670,LPA,1054,,0,AT4
46013,PN,12978,CAN,3370,CKG,3393,,0,320
46014,PN,12978,CGO,3375,CKG,3393,,0,320
46015,PN,12978,CGO,3375,DLC,3404,,0,320
46016,PN,12978,CGO,3375,FOC,3385,,0,320
46017,PN,12978,CGO,3375,HRB,3400,,0,320
46018,PN,12978,CGO,3375,JJN,6386,,0,320
46019,PN,12978,CGO,3375,KWE,3394,,0,320
46020,PN,12978,CGO,3375,KWL,3372,,0,320
46021,PN,12978,CGO,3375,SYX,4030,,0,320
46022,PN,12978,CGO,3375,TAO,3390,,0,320
46023,PN,12978,CGO,3375,URC,3399,,0,320
46024,PN,12978,CGO,3375,ZUH,6355,,0,320
46025,PN,12978,CKG,3393,CAN,3370,,0,320
46026,PN,12978,CKG,3393,CGO,3375,,0,320
46027,PN,12978,CKG,3393,CSX,3371,,0,320 319
46028,PN,12978,CKG,3393,FOC,3385,,0,320
46029,PN,12978,CKG,3393,HAK,4120,,0,320
46030,PN,12978,CKG,3393,HET,6345,,0,319 320
46031,PN,12978,CKG,3393,HFE,3389,,0,320
46032,PN,12978,CKG,3393,JZH,4301,,0,320 319
46033,PN,12978,CKG,3393,KHN,3384,,0,320 319
46034,PN,12978,CKG,3393,KMG,3382,,0,319
46035,PN,12978,CKG,3393,KRL,6407,,0,319
46036,PN,12978,CKG,3393,KWL,3372,,0,320 319
46037,PN,12978,CKG,3393,LHW,3378,,0,320
46038,PN,12978,CKG,3393,LJG,4033,,0,319 320
46039,PN,12978,CKG,3393,LXA,4097,,0,319 320
46040,PN,12978,CKG,3393,NGB,3387,,0,320
46041,PN,12978,CKG,3393,NKG,3388,,0,320
46042,PN,12978,CKG,3393,SYX,4030,,0,320
46043,PN,12978,CKG,3393,SZX,3374,,0,320
46044,PN,12978,CKG,3393,TAO,3390,,0,320 319
46045,PN,12978,CKG,3393,TNA,4108,,0,320
46046,PN,12978,CKG,3393,TSN,3368,,0,319
46047,PN,12978,CKG,3393,TYN,3369,,0,320
46048,PN,12978,CKG,3393,URC,3399,,0,320
46049,PN,12978,CKG,3393,WUH,3376,,0,320
46050,PN,12978,CKG,3393,XIY,3379,,0,320
46051,PN,12978,CKG,3393,XMN,3383,,0,319 320
46052,PN,12978,CKG,3393,ZUH,6355,,0,320
46053,PN,12978,CSX,3371,CKG,3393,,0,320 319
46054,PN,12978,CSX,3371,NGB,3387,,0,320
46055,PN,12978,CSX,3371,XMN,3383,,0,319
46056,PN,12978,DLC,3404,CGO,3375,,0,320
46057,PN,12978,FOC,3385,CGO,3375,,0,320
46058,PN,12978,FOC,3385,CKG,3393,,0,320
46059,PN,12978,FOC,3385,WUH,3376,,0,320
46060,PN,12978,HAK,4120,CKG,3393,,0,320
46061,PN,12978,HET,6345,CKG,3393,,0,320 319
46062,PN,12978,HET,6345,HRB,3400,,0,320 319
46063,PN,12978,HFE,3389,CKG,3393,,0,320
46064,PN,12978,HFE,3389,SHE,4144,,0,320
46065,PN,12978,HRB,3400,CGO,3375,,0,320
46066,PN,12978,HRB,3400,HET,6345,,0,320 319
46067,PN,12978,JHG,3381,KMG,3382,,0,319
46068,PN,12978,JJN,6386,CGO,3375,,0,320
46069,PN,12978,JZH,4301,CKG,3393,,0,320 319
46070,PN,12978,KHN,3384,CKG,3393,,0,320 319
46071,PN,12978,KMG,3382,CKG,3393,,0,319
46072,PN,12978,KMG,3382,JHG,3381,,0,319
46073,PN,12978,KRL,6407,CKG,3393,,0,319
46074,PN,12978,KWE,3394,CGO,3375,,0,320
46075,PN,12978,KWL,3372,CGO,3375,,0,320
46076,PN,12978,KWL,3372,CKG,3393,,0,320 319
46077,PN,12978,LHW,3378,CKG,3393,,0,320
46078,PN,12978,LHW,3378,URC,3399,,0,320
46079,PN,12978,LJG,4033,CKG,3393,,0,319 320
46080,PN,12978,LXA,4097,CKG,3393,,0,319 320
46081,PN,12978,NGB,3387,CKG,3393,,0,320
46082,PN,12978,NGB,3387,CSX,3371,,0,320
46083,PN,12978,NKG,3388,CKG,3393,,0,320
46084,PN,12978,SHE,4144,HFE,3389,,0,320
46085,PN,12978,SYX,4030,CGO,3375,,0,320
46086,PN,12978,SYX,4030,CKG,3393,,0,320
46087,PN,12978,SZX,3374,CKG,3393,,0,320
46088,PN,12978,TAO,3390,CGO,3375,,0,320
46089,PN,12978,TAO,3390,CKG,3393,,0,320 319
46090,PN,12978,TNA,4108,CKG,3393,,0,320
46091,PN,12978,TSN,3368,CKG,3393,,0,319
46092,PN,12978,TYN,3369,CKG,3393,,0,320
46093,PN,12978,URC,3399,CGO,3375,,0,320
46094,PN,12978,URC,3399,CKG,3393,,0,320
46095,PN,12978,URC,3399,LHW,3378,,0,320
46096,PN,12978,WUH,3376,CKG,3393,,0,320
46097,PN,12978,WUH,3376,FOC,3385,,0,320
46098,PN,12978,XIY,3379,CKG,3393,,0,320
46099,PN,12978,XMN,3383,CKG,3393,,0,319 320
46100,PN,12978,XMN,3383,CSX,3371,,0,319
46101,PN,12978,ZUH,6355,CGO,3375,,0,320
46102,PN,12978,ZUH,6355,CKG,3393,,0,320
46103,PQ,14061,CEB,4206,MNL,2397,,0,320
46104,PQ,14061,DVO,4090,MNL,2397,,0,320
46105,PQ,14061,KLO,2430,MNL,2397,,0,320
46106,PQ,14061,MNL,2397,CEB,4206,,0,320
46107,PQ,14061,MNL,2397,DVO,4090,,0,320
46108,PQ,14061,MNL,2397,KLO,2430,,0,320
46109,PR,3952,AUH,2179,MNL,2397,,0,330
46110,PR,3952,BAH,2057,MNL,2397,Y,0,330
46111,PR,3952,BCD,2423,MNL,2397,,0,320
46112,PR,3952,BKK,3885,MNL,2397,,0,320 330
46113,PR,3952,BNE,3320,DRW,3999,,0,320
46114,PR,3952,BSO,6019,MNL,2397,,0,DH4
46115,PR,3952,BXU,4200,MNL,2397,,0,320
46116,PR,3952,CAN,3370,MNL,2397,Y,0,320
46117,PR,3952,CBO,2399,MNL,2397,,0,320
46118,PR,3952,CEB,4206,HKG,3077,Y,0,330 340
46119,PR,3952,CEB,4206,ICN,3930,,0,321
46120,PR,3952,CEB,4206,MNL,2397,,0,320
46121,PR,3952,CEB,4206,NRT,2279,,0,321 330
46122,PR,3952,CGK,3275,MNL,2397,,0,320
46123,PR,3952,CGY,2400,MNL,2397,,0,320
46124,PR,3952,CRM,6024,MNL,2397,,0,DH4
46125,PR,3952,CYP,6023,MNL,2397,,0,DH4
46126,PR,3952,DGT,2425,MNL,2397,,0,320
46127,PR,3952,DMM,2064,MNL,2397,,0,330
46128,PR,3952,DOH,11051,MNL,2397,,0,330
46129,PR,3952,DPL,4201,MNL,2397,,0,320
46130,PR,3952,DPS,3940,MNL,2397,,0,320
46131,PR,3952,DRW,3999,BNE,3320,,0,320
46132,PR,3952,DRW,3999,MNL,2397,,0,320
46133,PR,3952,DVO,4090,MNL,2397,,0,320
46134,PR,3952,DWC,8076,MNL,2397,,0,330
46135,PR,3952,DXB,2188,MNL,2397,Y,0,77W
46136,PR,3952,FUK,2305,MNL,2397,,0,320
46137,PR,3952,GES,2402,MNL,2397,,0,330
46138,PR,3952,GUM,2246,MNL,2397,,0,320
46139,PR,3952,HKG,3077,CEB,4206,Y,0,330 340
46140,PR,3952,HKG,3077,MNL,2397,,0,321 330
46141,PR,3952,HND,2359,MNL,2397,,0,321 330
46142,PR,3952,HNL,3728,MNL,2397,,0,343
46143,PR,3952,ICN,3930,CEB,4206,,0,321
46144,PR,3952,ICN,3930,KLO,2430,,0,320
46145,PR,3952,ICN,3930,MNL,2397,,0,320 330
46146,PR,3952,ILO,2429,MNL,2397,,0,320
46147,PR,3952,JOL,6013,ZAM,2404,,0,DH4
46148,PR,3952,KIX,3992,MNL,2397,,0,330 343
46149,PR,3952,KLO,2430,ICN,3930,,0,320
46150,PR,3952,KLO,2430,MNL,2397,,0,320
46151,PR,3952,KLO,2430,PUS,2372,,0,320
46152,PR,3952,KLO,2430,TPE,2276,,0,320
46153,PR,3952,LAO,4202,MNL,2397,,0,320
46154,PR,3952,LAX,3484,MNL,2397,,0,343 744
46155,PR,3952,LGP,4203,MNL,2397,,0,320
46156,PR,3952,LHR,507,MNL,2397,,0,773
46157,PR,3952,MBT,6025,MNL,2397,,0,DH3
46158,PR,3952,MEL,3339,MNL,2397,,0,343
46159,PR,3952,MFM,3121,MNL,2397,,0,320
46160,PR,3952,MNL,2397,AUH,2179,,0,330
46161,PR,3952,MNL,2397,BAH,2057,Y,0,330
46162,PR,3952,MNL,2397,BCD,2423,,0,320
46163,PR,3952,MNL,2397,BKK,3885,,0,330 320
46164,PR,3952,MNL,2397,BSO,6019,,0,DH4
46165,PR,3952,MNL,2397,BXU,4200,,0,320
46166,PR,3952,MNL,2397,CAN,3370,Y,0,320
46167,PR,3952,MNL,2397,CBO,2399,,0,320
46168,PR,3952,MNL,2397,CEB,4206,,0,320
46169,PR,3952,MNL,2397,CGK,3275,,0,320
46170,PR,3952,MNL,2397,CGY,2400,,0,320
46171,PR,3952,MNL,2397,CRM,6024,,0,DH4
46172,PR,3952,MNL,2397,CYP,6023,,0,DH4
46173,PR,3952,MNL,2397,DGT,2425,,0,320
46174,PR,3952,MNL,2397,DMM,2064,,0,330
46175,PR,3952,MNL,2397,DOH,11051,,0,330
46176,PR,3952,MNL,2397,DPL,4201,,0,320
46177,PR,3952,MNL,2397,DPS,3940,,0,320
46178,PR,3952,MNL,2397,DRW,3999,,0,320
46179,PR,3952,MNL,2397,DVO,4090,,0,320
46180,PR,3952,MNL,2397,DWC,8076,,0,330
46181,PR,3952,MNL,2397,DXB,2188,Y,0,77W
46182,PR,3952,MNL,2397,FUK,2305,,0,320
46183,PR,3952,MNL,2397,GES,2402,,0,330
46184,PR,3952,MNL,2397,GUM,2246,,0,320
46185,PR,3952,MNL,2397,HKG,3077,,0,330 321
46186,PR,3952,MNL,2397,HND,2359,,0,330 321
46187,PR,3952,MNL,2397,HNL,3728,,0,343
46188,PR,3952,MNL,2397,ICN,3930,,0,320 330
46189,PR,3952,MNL,2397,ILO,2429,,0,320
46190,PR,3952,MNL,2397,KIX,3992,,0,343 330
46191,PR,3952,MNL,2397,KLO,2430,,0,320
46192,PR,3952,MNL,2397,LAO,4202,,0,320
46193,PR,3952,MNL,2397,LAX,3484,,0,343 744
46194,PR,3952,MNL,2397,LGP,4203,,0,320
46195,PR,3952,MNL,2397,LHR,507,,0,773
46196,PR,3952,MNL,2397,MBT,6025,,0,DH3
46197,PR,3952,MNL,2397,MEL,3339,,0,343
46198,PR,3952,MNL,2397,MFM,3121,,0,320
46199,PR,3952,MNL,2397,MPH,2426,,0,DH3
46200,PR,3952,MNL,2397,NGO,3942,,0,343
46201,PR,3952,MNL,2397,NRT,2279,,0,321 330 773
46202,PR,3952,MNL,2397,OZC,4204,,0,320
46203,PR,3952,MNL,2397,PEK,3364,,0,320
46204,PR,3952,MNL,2397,PPS,2433,,0,320
46205,PR,3952,MNL,2397,PUS,2372,,0,320
46206,PR,3952,MNL,2397,PVG,3406,,0,320
46207,PR,3952,MNL,2397,RUH,2082,,0,330
46208,PR,3952,MNL,2397,RXS,6026,,0,320
46209,PR,3952,MNL,2397,SFO,3469,,0,744
46210,PR,3952,MNL,2397,SGN,3205,,0,321
46211,PR,3952,MNL,2397,SIN,3316,,0,320 319
46212,PR,3952,MNL,2397,SUG,6016,,0,DH4
46213,PR,3952,MNL,2397,SYD,3361,,0,343
46214,PR,3952,MNL,2397,TAC,2422,,0,320
46215,PR,3952,MNL,2397,TAG,3994,,0,320
46216,PR,3952,MNL,2397,TPE,2276,,0,320
46217,PR,3952,MNL,2397,TUG,6021,,0,DH4
46218,PR,3952,MNL,2397,USU,4199,,0,DH4
46219,PR,3952,MNL,2397,WNP,6018,,0,DH4
46220,PR,3952,MNL,2397,XMN,3383,,0,320
46221,PR,3952,MNL,2397,YVR,156,,0,773
46222,PR,3952,MNL,2397,ZAM,2404,,0,320 DH4
46223,PR,3952,MPH,2426,MNL,2397,,0,DH3
46224,PR,3952,NGO,3942,MNL,2397,,0,343
46225,PR,3952,NRT,2279,CEB,4206,,0,321 330
46226,PR,3952,NRT,2279,MNL,2397,,0,330 321 773
46227,PR,3952,OZC,4204,MNL,2397,,0,320
46228,PR,3952,PEK,3364,MNL,2397,,0,320
46229,PR,3952,PPS,2433,MNL,2397,,0,320
46230,PR,3952,PUS,2372,KLO,2430,,0,320
46231,PR,3952,PUS,2372,MNL,2397,,0,320
46232,PR,3952,PVG,3406,MNL,2397,,0,320
46233,PR,3952,RUH,2082,MNL,2397,,0,330
46234,PR,3952,RXS,6026,MNL,2397,,0,320
46235,PR,3952,SFO,3469,MNL,2397,,0,744
46236,PR,3952,SGN,3205,MNL,2397,,0,321
46237,PR,3952,SIN,3316,MNL,2397,,0,319 320
46238,PR,3952,SUG,6016,MNL,2397,,0,DH4
46239,PR,3952,SYD,3361,MNL,2397,,0,343
46240,PR,3952,TAC,2422,MNL,2397,,0,320
46241,PR,3952,TAG,3994,MNL,2397,,0,320
46242,PR,3952,TPE,2276,KLO,2430,,0,320
46243,PR,3952,TPE,2276,MNL,2397,,0,320
46244,PR,3952,TUG,6021,MNL,2397,,0,DH4
46245,PR,3952,USU,4199,MNL,2397,,0,DH4
46246,PR,3952,WNP,6018,MNL,2397,,0,DH4
46247,PR,3952,XMN,3383,MNL,2397,,0,320
46248,PR,3952,YVR,156,MNL,2397,,0,773
46249,PR,3952,YVR,156,YYZ,193,,0,773
46250,PR,3952,YYZ,193,YVR,156,,0,773
46251,PR,3952,ZAM,2404,JOL,6013,,0,DH4
46252,PR,3952,ZAM,2404,MNL,2397,,0,320 DH4
46253,PS,5282,ALA,2908,KBP,2939,,0,73J
46254,PS,5282,AMS,580,KBP,2939,,0,73R
46255,PS,5282,ATH,3941,KBP,2939,,0,734 73N
46256,PS,5282,BCN,1218,KBP,2939,,0,73J
46257,PS,5282,BKK,3885,KBP,2939,,0,763
46258,PS,5282,BRU,302,KBP,2939,,0,E90
46259,PS,5282,CDG,1382,KBP,2939,,0,73H
46260,PS,5282,DME,4029,KBP,2939,,0,734 738 E90
46261,PS,5282,DME,4029,ODS,2947,Y,0,319
46262,PS,5282,DNK,2941,IST,1701,,0,320
46263,PS,5282,DNK,2941,KBP,2939,,0,73N ER4 735
46264,PS,5282,DNK,2941,TLV,1590,,0,734 73G
46265,PS,5282,DOK,2940,IST,1701,,0,738
46266,PS,5282,DOK,2940,KBP,2939,,0,734 736
46267,PS,5282,DOK,2940,LCA,1197,,0,737
46268,PS,5282,DOK,2940,TLV,1590,,0,734
46269,PS,5282,DXB,2188,KBP,2939,,0,738 73J 73N
46270,PS,5282,EVN,3964,KBP,2939,,0,735 734 73G
46271,PS,5282,FCO,1555,KBP,2939,,0,73R 73N 734
46272,PS,5282,FRA,340,KBP,2939,,0,738
46273,PS,5282,GVA,1665,KBP,2939,,0,E90
46274,PS,5282,GYD,2922,KBP,2939,,0,737
46275,PS,5282,HEL,421,KBP,2939,,0,735 E90
46276,PS,5282,HER,1452,KBP,2939,,0,737
